SDAccel Profile Summary
Generated on: 2018-05-07 01:32:54
Msec since Epoch: 1525656774226
Profiled application: DigitRec_host.exe
Target platform: Xilinx
Target devices: xilinx:aws-vu9p-f1:4ddr-xpr-2pr:4.0-0
Flow mode: CPU Emulation
Tool version: 2017.1

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clFinish,2,11351.9,0.001637,5675.93,11351.9,
clCreateProgramWithBinary,1,15.3628,15.3628,15.3628,15.3628,
clReleaseProgram,1,0.276683,0.276683,0.276683,0.276683,
clEnqueueWriteBuffer,2,0.250649,0.050953,0.125324,0.199696,
clCreateBuffer,3,0.196178,0.044331,0.0653927,0.099968,
clEnqueueReadBuffer,1,0.154428,0.154428,0.154428,0.154428,
clReleaseKernel,1,0.14304,0.14304,0.14304,0.14304,
clEnqueueNDRangeKernel,1,0.035719,0.035719,0.035719,0.035719,
clSetKernelArg,3,0.009781,0.000865,0.00326033,0.007563,
clCreateKernel,1,0.009623,0.009623,0.009623,0.009623,
clGetPlatformIDs,1,0.007661,0.007661,0.007661,0.007661,
clCreateContext,1,0.006339,0.006339,0.006339,0.006339,
clCreateCommandQueue,1,0.005902,0.005902,0.005902,0.005902,
clBuildProgram,1,0.005453,0.005453,0.005453,0.005453,
clGetDeviceIDs,1,0.005153,0.005153,0.005153,0.005153,
clGetDeviceInfo,1,0.002777,0.002777,0.002777,0.002777,
clReleaseMemObject,3,0.002776,0.000393,0.000925333,0.001954,
clReleaseCommandQueue,1,0.00254,0.00254,0.00254,0.00254,
clReleaseContext,1,0.001352,0.001352,0.001352,0.001352,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
DigitRec,1,11351.1,11351.1,11351.1,11351.1,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
xilinx:aws-vu9p-f1:4ddr-xpr-2pr:4.0-0,DigitRec_1,DigitRec,1:1:1,1:1:1,1,11351.1,11351.1,11351.1,11351.1,


Data Transfer: Host and Global Memory
Context:Number of Devices,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Total Time (ms),Average Time (ms),


Data Transfer: Kernels and Global Memory
Device,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Time (ns),Device Execution Time (ms),


Top Data Transfer: Kernels and Global Memory
Device,Kernel Name,Number of Transfers,Average Bytes per Transfer,Transfer Efficiency (%),Total Data Transfer (MB),Total Write (MB),Total Read (MB),Transfer Rate (MB/s),Average Bandwidth Utilization (%),


Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
38449120,DigitRec,0,0,xilinx:aws-vu9p-f1:4ddr-xpr-2pr:4.0-0,17.1566,11351.1,1:1:1,1:1:1,


Top Buffer Writes
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
38449440,0,0,16.0743,N/A,144,N/A,
38452112,0,0,16.2749,N/A,1.44,N/A,


Top Buffer Reads
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
38453072,0,0,11368.4,N/A,0.18,N/A,


PRC Parameters
Parameter,Element,Value,
DEVICE_EXEC_TIME,xilinx:aws-vu9p-f1:4ddr-xpr-2pr:4.0-0,11351.119985,
CU_CALLS,xilinx:aws-vu9p-f1:4ddr-xpr-2pr:4.0-0|DigitRec_1,1,
MEMORY_BIT_WIDTH,xilinx:aws-vu9p-f1:4ddr-xpr-2pr:4.0-0,512,


